label_id	anchor_x	anchor_y	anchor_z	cells	trace_id	cell_type	nucleus_id
10261	122.9705838070266	193.34077290935525	101.94803143388347	1	0	None	6032
10262	120.71916743764427	197.75918323100362	94.49214572411152	0	0	None	0
10263	121.29197962149824	206.2228765275426	95.26394845763134	0	0	None	0
10264	123.89309528935642	197.20258383637432	96.16454726313928	0	0	None	0
10265	129.36701158458507	197.42152809329696	96.43391766932972	1	0	None	5538
10266	130.630150750045	193.41048155088103	98.59342762268732	0	0	None	0
10267	133.37956768738542	203.86691783829752	94.0032493151449	0	0	None	0
10268	136.733222124484	199.91449212346612	94.01490187186373	0	0	None	0
10269	142.80351527845968	210.02186504331038	97.995847200718	1	0	None	5807
10270	143.13106964010728	203.32427225819146	96.89732032334972	0	0	None	0
10271	149.4754522665885	204.40551378034024	98.37763584616998	1	0	None	5781
10272	154.312076823071	203.6678173135437	97.03648224051813	0	0	None	0
10273	154.52980312346955	199.35908907873971	95.14443489144041	0	0	None	0
10274	161.55362394009148	195.48326427537708	93.06848757248173	0	0	None	0
10275	164.44537320816502	203.55622072501842	95.79486306277657	0	0	None	0
10276	165.041661276112	196.2542020747477	93.36375188290464	0	0	None	0
10277	183.1660780921277	199.98102853874784	97.19021648360749	1	0	None	5792
10278	185.0512877841261	201.0773272350937	94.93750476921757	0	0	None	0
10279	190.30267000090802	200.93594107333698	94.80577095018896	0	0	None	0
10280	207.50485324052795	195.80815636833242	94.5677164729573	0	0	None	0
10281	210.9187043765754	202.64385839143668	94.26168419997386	0	0	None	0
10282	126.7082953981925	208.4039413413758	94.09752578206438	0	0	None	0
10283	127.99719165285065	209.8375430637396	96.8347390924005	1	0	None	5570
10284	133.99161837353108	211.0692579602696	95.8795882590432	1	0	None	5571
10285	139.5719941489044	205.46815613725346	94.20323228252434	0	0	None	0
10286	156.78401961784843	204.0622151329837	95.96942411821738	0	0	None	0
10287	166.07819188440112	206.7836231601324	94.84066267187795	0	0	None	0
10288	172.82194262736226	209.22153053500247	94.51999597446412	0	0	None	0
10289	173.9603435491302	212.31624523762508	93.8654545919897	0	0	None	0
10290	177.1410737105779	212.2621595918569	94.96238952612104	0	0	None	0
10291	184.88861330017517	213.38548206733932	95.0229280082873	0	0	None	0
10292	188.7112258083593	214.55786256043288	93.7353963067552	0	0	None	0
10293	189.644599497836	212.39974866061718	95.92733627871004	0	0	None	0
10294	191.1768926275388	213.226867487606	95.14903054533823	0	0	None	0
10295	195.59527261923512	211.94833421629127	94.9155134519838	0	0	None	0
10296	198.35081639072945	211.7371524403561	94.10195341693931	0	0	None	0
10297	162.54478172382213	94.25412682260244	95.49423154501447	0	0	None	0
10298	179.963236229697	89.61719002227224	99.46684458071272	1	0	None	5584
10299	182.18648951783896	96.12109289168265	105.24512288571744	1	0	None	5578
10300	182.28596092588657	85.3198955578293	96.93063838104985	0	0	None	0
10301	190.10098692337655	97.6402550700667	97.44917423684349	1	0	None	5587
