label_id	clusters	morphologyColourScheme
10502	9	255-0-76-255
10541	3	255-98-0-122
10942	3	255-98-0-122
10530	5	255-181-131-84
10015	8	255-222-69-200
10528	5	255-181-131-84
10754	5	255-181-131-84
10741	3	255-98-0-122
10017	10	255-114-16-255
10507	3	255-98-0-122
10760	8	255-222-69-200
10761	0	255-255-0-73
10763	7	255-98-132-2
10764	8	255-222-69-200
10269	8	255-222-69-200
11166	8	255-222-69-200
10952	5	255-181-131-84
10327	10	255-114-16-255
10963	4	255-254-141-100
7980	9	255-0-76-255
8346	9	255-0-76-255
6410	9	255-0-76-255
11388	6	255-209-164-255
10313	9	255-0-76-255
10559	4	255-254-141-100
10304	9	255-0-76-255
10958	4	255-254-141-100
9837	9	255-0-76-255
10960	5	255-181-131-84
11383	5	255-181-131-84
10306	9	255-0-76-255
11182	5	255-181-131-84
10962	8	255-222-69-200
10049	5	255-181-131-84
10971	9	255-0-76-255
10785	7	255-98-132-2
10323	7	255-98-132-2
10068	8	255-222-69-200
10565	7	255-98-132-2
10974	8	255-222-69-200
10581	8	255-222-69-200
11216	7	255-98-132-2
10996	5	255-181-131-84
11422	2	255-7-197-226
11217	3	255-98-0-122
11423	5	255-181-131-84
11586	2	255-7-197-226
11198	5	255-181-131-84
11200	5	255-181-131-84
11218	5	255-181-131-84
10567	5	255-181-131-84
11203	5	255-181-131-84
11219	5	255-181-131-84
10977	5	255-181-131-84
11425	10	255-114-16-255
10997	5	255-181-131-84
11402	2	255-7-197-226
11593	5	255-181-131-84
10978	5	255-181-131-84
11403	5	255-181-131-84
11205	5	255-181-131-84
10979	2	255-7-197-226
10980	2	255-7-197-226
11206	2	255-7-197-226
11207	2	255-7-197-226
10981	2	255-7-197-226
11427	1	255-147-172-58
11000	10	255-114-16-255
11405	2	255-7-197-226
11002	2	255-7-197-226
10982	2	255-7-197-226
10802	2	255-7-197-226
11020	2	255-7-197-226
10095	6	255-209-164-255
10985	8	255-222-69-200
10984	4	255-254-141-100
10792	4	255-254-141-100
11242	7	255-98-132-2
11003	7	255-98-132-2
10794	7	255-98-132-2
11208	6	255-209-164-255
11225	7	255-98-132-2
11614	7	255-98-132-2
9265	9	255-0-76-255
9264	9	255-0-76-255
11006	3	255-98-0-122
10067	9	255-0-76-255
11027	4	255-254-141-100
10795	9	255-0-76-255
11212	0	255-255-0-73
11009	8	255-222-69-200
10088	6	255-209-164-255
10599	2	255-7-197-226
11252	5	255-181-131-84
11440	5	255-181-131-84
11013	5	255-181-131-84
11462	5	255-181-131-84
11231	5	255-181-131-84
11232	10	255-114-16-255
11035	2	255-7-197-226
11034	2	255-7-197-226
11254	2	255-7-197-226
11464	10	255-114-16-255
11036	2	255-7-197-226
11234	10	255-114-16-255
11465	2	255-7-197-226
11015	5	255-181-131-84
11466	2	255-7-197-226
11445	2	255-7-197-226
8956	9	255-0-76-255
11489	2	255-7-197-226
11018	2	255-7-197-226
9503	6	255-209-164-255
11041	9	255-0-76-255
11019	10	255-114-16-255
11449	2	255-7-197-226
11481	9	255-0-76-255
11021	2	255-7-197-226
11240	7	255-98-132-2
11024	3	255-98-0-122
10349	6	255-209-164-255
11224	3	255-98-0-122
11244	9	255-0-76-255
10817	9	255-0-76-255
11007	4	255-254-141-100
10830	10	255-114-16-255
9969	6	255-209-164-255
11046	4	255-254-141-100
11659	3	255-98-0-122
10125	9	255-0-76-255
10130	9	255-0-76-255
9508	9	255-0-76-255
10851	6	255-209-164-255
11249	8	255-222-69-200
11064	8	255-222-69-200
11065	4	255-254-141-100
11053	5	255-181-131-84
8257	3	255-98-0-122
11463	10	255-114-16-255
11679	2	255-7-197-226
10854	2	255-7-197-226
11279	2	255-7-197-226
11280	2	255-7-197-226
11497	2	255-7-197-226
11498	2	255-7-197-226
11067	2	255-7-197-226
11068	2	255-7-197-226
11301	9	255-0-76-255
11281	2	255-7-197-226
11268	2	255-7-197-226
10668	6	255-209-164-255
10859	9	255-0-76-255
10401	10	255-114-16-255
10669	6	255-209-164-255
10400	10	255-114-16-255
10422	2	255-7-197-226
10402	10	255-114-16-255
10849	6	255-209-164-255
11073	2	255-7-197-226
10650	6	255-209-164-255
10179	6	255-209-164-255
10652	10	255-114-16-255
10865	6	255-209-164-255
10447	10	255-114-16-255
10656	1	255-147-172-58
10407	10	255-114-16-255
10157	10	255-114-16-255
11092	6	255-209-164-255
10156	6	255-209-164-255
10408	10	255-114-16-255
10850	9	255-0-76-255
9346	9	255-0-76-255
10393	8	255-222-69-200
10866	8	255-222-69-200
11101	5	255-181-131-84
11729	5	255-181-131-84
10927	9	255-0-76-255
10870	9	255-0-76-255
10001	4	255-254-141-100
9197	9	255-0-76-255
10686	9	255-0-76-255
11516	6	255-209-164-255
10167	2	255-7-197-226
11084	7	255-98-132-2
11104	7	255-98-132-2
11103	0	255-255-0-73
10690	7	255-98-132-2
10691	0	255-255-0-73
11135	0	255-255-0-73
11105	1	255-147-172-58
11106	4	255-254-141-100
9990	9	255-0-76-255
11304	9	255-0-76-255
10196	9	255-0-76-255
11321	9	255-0-76-255
10902	5	255-181-131-84
11112	1	255-147-172-58
10472	8	255-222-69-200
10443	10	255-114-16-255
10697	10	255-114-16-255
10200	5	255-181-131-84
10904	10	255-114-16-255
10673	6	255-209-164-255
10906	1	255-147-172-58
10700	6	255-209-164-255
10879	6	255-209-164-255
11521	6	255-209-164-255
10203	6	255-209-164-255
11114	6	255-209-164-255
11723	7	255-98-132-2
11533	5	255-181-131-84
10908	6	255-209-164-255
11324	2	255-7-197-226
11526	5	255-181-131-84
10885	6	255-209-164-255
11326	5	255-181-131-84
11306	5	255-181-131-84
11328	9	255-0-76-255
10473	4	255-254-141-100
11307	5	255-181-131-84
10915	3	255-98-0-122
11726	8	255-222-69-200
8110	9	255-0-76-255
11120	7	255-98-132-2
11310	9	255-0-76-255
11098	9	255-0-76-255
11538	5	255-181-131-84
11333	5	255-181-131-84
10241	8	255-222-69-200
11554	5	255-181-131-84
11747	5	255-181-131-84
10511	9	255-0-76-255
10260	8	255-222-69-200
10895	9	255-0-76-255
11748	8	255-222-69-200
11149	9	255-0-76-255
10261	9	255-0-76-255
9580	9	255-0-76-255
10026	9	255-0-76-255
11556	5	255-181-131-84
11151	8	255-222-69-200
11136	4	255-254-141-100
11152	0	255-255-0-73
11354	9	255-0-76-255
11153	9	255-0-76-255
10497	3	255-98-0-122
10950	9	255-0-76-255
11111	4	255-254-141-100
11155	9	255-0-76-255
11532	5	255-181-131-84
11345	1	255-147-172-58
9378	9	255-0-76-255
11156	9	255-0-76-255
11138	9	255-0-76-255
10768	9	255-0-76-255
10508	8	255-222-69-200
10922	7	255-98-132-2
11350	8	255-222-69-200
10926	5	255-181-131-84
11165	8	255-222-69-200
10732	0	255-255-0-73
11201	8	255-222-69-200
11580	8	255-222-69-200
11808	8	255-222-69-200
12432	8	255-222-69-200
12031	10	255-114-16-255
10305	9	255-0-76-255
11576	5	255-181-131-84
10968	9	255-0-76-255
11814	5	255-181-131-84
12036	3	255-98-0-122
11385	8	255-222-69-200
11585	7	255-98-132-2
11584	7	255-98-132-2
12237	5	255-181-131-84
11839	2	255-7-197-226
11587	8	255-222-69-200
11850	1	255-147-172-58
11215	2	255-7-197-226
12238	2	255-7-197-226
12239	5	255-181-131-84
12223	5	255-181-131-84
11589	2	255-7-197-226
12050	5	255-181-131-84
11588	5	255-181-131-84
11840	10	255-114-16-255
11841	2	255-7-197-226
11591	2	255-7-197-226
11424	2	255-7-197-226
11592	2	255-7-197-226
12225	5	255-181-131-84
12214	5	255-181-131-84
11581	5	255-181-131-84
11594	2	255-7-197-226
11824	5	255-181-131-84
11596	2	255-7-197-226
12039	5	255-181-131-84
12040	2	255-7-197-226
11598	2	255-7-197-226
11860	4	255-254-141-100
11632	2	255-7-197-226
11829	2	255-7-197-226
11843	2	255-7-197-226
11826	5	255-181-131-84
11828	2	255-7-197-226
11613	2	255-7-197-226
11599	2	255-7-197-226
12042	1	255-147-172-58
12041	2	255-7-197-226
8146	9	255-0-76-255
10805	6	255-209-164-255
11601	9	255-0-76-255
12033	9	255-0-76-255
10806	9	255-0-76-255
12034	9	255-0-76-255
11437	9	255-0-76-255
12044	1	255-147-172-58
11604	9	255-0-76-255
11194	6	255-209-164-255
11409	9	255-0-76-255
11413	5	255-181-131-84
11820	7	255-98-132-2
11397	7	255-98-132-2
10783	9	255-0-76-255
11648	4	255-254-141-100
11250	8	255-222-69-200
12282	7	255-98-132-2
12080	8	255-222-69-200
11875	5	255-181-131-84
11876	5	255-181-131-84
11441	5	255-181-131-84
11877	5	255-181-131-84
12062	5	255-181-131-84
11622	5	255-181-131-84
11651	5	255-181-131-84
12258	5	255-181-131-84
11851	5	255-181-131-84
11665	5	255-181-131-84
12063	10	255-114-16-255
11625	10	255-114-16-255
11852	10	255-114-16-255
8380	9	255-0-76-255
11878	2	255-7-197-226
11653	2	255-7-197-226
11469	2	255-7-197-226
11627	2	255-7-197-226
11880	6	255-209-164-255
11477	2	255-7-197-226
11447	2	255-7-197-226
11882	9	255-0-76-255
12067	2	255-7-197-226
11628	2	255-7-197-226
11629	2	255-7-197-226
11631	2	255-7-197-226
11633	2	255-7-197-226
11450	2	255-7-197-226
11636	2	255-7-197-226
11655	5	255-181-131-84
11241	9	255-0-76-255
11638	1	255-147-172-58
12294	5	255-181-131-84
11864	3	255-98-0-122
11641	3	255-98-0-122
11243	1	255-147-172-58
12053	7	255-98-132-2
11866	9	255-0-76-255
11245	9	255-0-76-255
11888	3	255-98-0-122
10128	9	255-0-76-255
10105	9	255-0-76-255
9764	9	255-0-76-255
5914	9	255-0-76-255
11889	3	255-98-0-122
9548	9	255-0-76-255
6748	9	255-0-76-255
11647	9	255-0-76-255
11896	5	255-181-131-84
11663	7	255-98-132-2
11902	5	255-181-131-84
12104	2	255-7-197-226
11922	2	255-7-197-226
12284	2	255-7-197-226
12322	2	255-7-197-226
12106	2	255-7-197-226
11924	2	255-7-197-226
11925	2	255-7-197-226
11681	1	255-147-172-58
12107	2	255-7-197-226
12109	2	255-7-197-226
11682	2	255-7-197-226
12094	2	255-7-197-226
11499	2	255-7-197-226
11903	2	255-7-197-226
11948	7	255-98-132-2
12308	2	255-7-197-226
11904	2	255-7-197-226
12086	9	255-0-76-255
11490	9	255-0-76-255
11685	6	255-209-164-255
12095	10	255-114-16-255
12139	2	255-7-197-226
11687	6	255-209-164-255
11503	6	255-209-164-255
12113	7	255-98-132-2
11673	6	255-209-164-255
11932	6	255-209-164-255
11288	6	255-209-164-255
11916	6	255-209-164-255
11914	2	255-7-197-226
12115	5	255-181-131-84
11508	6	255-209-164-255
12098	2	255-7-197-226
11089	6	255-209-164-255
11937	7	255-98-132-2
11695	2	255-7-197-226
11938	2	255-7-197-226
12122	2	255-7-197-226
11697	5	255-181-131-84
12315	2	255-7-197-226
11527	1	255-147-172-58
11940	2	255-7-197-226
11700	4	255-254-141-100
11059	4	255-254-141-100
11702	9	255-0-76-255
11962	4	255-254-141-100
11918	9	255-0-76-255
10413	9	255-0-76-255
10995	9	255-0-76-255
11276	8	255-222-69-200
11102	4	255-254-141-100
12158	5	255-181-131-84
11515	0	255-255-0-73
11146	9	255-0-76-255
10888	9	255-0-76-255
12105	2	255-7-197-226
11984	9	255-0-76-255
9786	9	255-0-76-255
11923	2	255-7-197-226
9790	9	255-0-76-255
11299	0	255-255-0-73
11531	7	255-98-132-2
11517	6	255-209-164-255
11949	6	255-209-164-255
12137	5	255-181-131-84
11130	4	255-254-141-100
10495	9	255-0-76-255
11929	3	255-98-0-122
11711	9	255-0-76-255
11546	3	255-98-0-122
12138	9	255-0-76-255
11544	9	255-0-76-255
10014	9	255-0-76-255
11951	6	255-209-164-255
11953	5	255-181-131-84
11955	2	255-7-197-226
11520	6	255-209-164-255
11719	2	255-7-197-226
12166	2	255-7-197-226
11973	5	255-181-131-84
12146	6	255-209-164-255
11974	2	255-7-197-226
12168	6	255-209-164-255
11957	6	255-209-164-255
12369	2	255-7-197-226
11975	2	255-7-197-226
11698	6	255-209-164-255
12148	2	255-7-197-226
11738	6	255-209-164-255
11958	5	255-181-131-84
11977	9	255-0-76-255
11327	8	255-222-69-200
12151	5	255-181-131-84
11978	8	255-222-69-200
12372	5	255-181-131-84
12152	5	255-181-131-84
9999	0	255-255-0-73
11121	8	255-222-69-200
11727	9	255-0-76-255
11100	8	255-222-69-200
11541	9	255-0-76-255
11163	7	255-98-132-2
11371	9	255-0-76-255
10947	8	255-222-69-200
12416	7	255-98-132-2
11780	7	255-98-132-2
12014	7	255-98-132-2
10933	9	255-0-76-255
11339	9	255-0-76-255
10253	9	255-0-76-255
10222	9	255-0-76-255
10934	4	255-254-141-100
12193	9	255-0-76-255
10465	9	255-0-76-255
11543	9	255-0-76-255
10197	9	255-0-76-255
11376	9	255-0-76-255
9831	9	255-0-76-255
11971	9	255-0-76-255
12182	9	255-0-76-255
11991	6	255-209-164-255
10951	8	255-222-69-200
11771	3	255-98-0-122
11363	0	255-255-0-73
10766	8	255-222-69-200
11754	6	255-209-164-255
12184	2	255-7-197-226
12185	9	255-0-76-255
11775	8	255-222-69-200
11331	0	255-255-0-73
11571	7	255-98-132-2
11784	7	255-98-132-2
11793	8	255-222-69-200
11783	8	255-222-69-200
11170	8	255-222-69-200
11174	9	255-0-76-255
12202	8	255-222-69-200
12018	8	255-222-69-200
12021	9	255-0-76-255
12213	8	255-222-69-200
12226	5	255-181-131-84
12626	1	255-147-172-58
12625	7	255-98-132-2
12215	5	255-181-131-84
7387	9	255-0-76-255
12837	7	255-98-132-2
12436	5	255-181-131-84
12229	2	255-7-197-226
12209	4	255-254-141-100
11813	9	255-0-76-255
10959	4	255-254-141-100
12438	8	255-222-69-200
10307	9	255-0-76-255
11578	8	255-222-69-200
12221	7	255-98-132-2
12046	4	255-254-141-100
12235	5	255-181-131-84
12866	5	255-181-131-84
12465	2	255-7-197-226
12637	5	255-181-131-84
12868	5	255-181-131-84
12648	10	255-114-16-255
12444	5	255-181-131-84
12241	2	255-7-197-226
12852	5	255-181-131-84
12467	10	255-114-16-255
12242	5	255-181-131-84
12466	10	255-114-16-255
12853	5	255-181-131-84
12639	5	255-181-131-84
12227	5	255-181-131-84
12448	5	255-181-131-84
12449	5	255-181-131-84
12453	5	255-181-131-84
12228	2	255-7-197-226
12244	1	255-147-172-58
12643	2	255-7-197-226
12247	2	255-7-197-226
12248	2	255-7-197-226
12656	2	255-7-197-226
12264	9	255-0-76-255
11810	9	255-0-76-255
11408	10	255-114-16-255
12056	9	255-0-76-255
11831	6	255-209-164-255
12232	6	255-209-164-255
12456	5	255-181-131-84
12455	1	255-147-172-58
12220	4	255-254-141-100
11817	7	255-98-132-2
11398	7	255-98-132-2
10320	9	255-0-76-255
11415	8	255-222-69-200
9841	9	255-0-76-255
11837	8	255-222-69-200
12504	0	255-255-0-73
12686	5	255-181-131-84
12883	5	255-181-131-84
12256	8	255-222-69-200
12488	2	255-7-197-226
12463	5	255-181-131-84
12666	5	255-181-131-84
12283	2	255-7-197-226
12489	2	255-7-197-226
12688	10	255-114-16-255
12864	5	255-181-131-84
12236	2	255-7-197-226
12473	5	255-181-131-84
12259	5	255-181-131-84
12884	10	255-114-16-255
12492	2	255-7-197-226
12081	2	255-7-197-226
12493	2	255-7-197-226
12507	2	255-7-197-226
12286	2	255-7-197-226
12673	2	255-7-197-226
12675	2	255-7-197-226
12676	2	255-7-197-226
12479	2	255-7-197-226
12677	2	255-7-197-226
12289	9	255-0-76-255
12651	2	255-7-197-226
12267	2	255-7-197-226
12268	2	255-7-197-226
12068	2	255-7-197-226
12290	1	255-147-172-58
12705	1	255-147-172-58
12296	2	255-7-197-226
12515	1	255-147-172-58
12483	9	255-0-76-255
12298	2	255-7-197-226
12923	2	255-7-197-226
12710	2	255-7-197-226
12680	9	255-0-76-255
12498	2	255-7-197-226
12100	9	255-0-76-255
12733	10	255-114-16-255
11891	9	255-0-76-255
10831	9	255-0-76-255
12485	2	255-7-197-226
12713	3	255-98-0-122
11419	9	255-0-76-255
11662	1	255-147-172-58
12305	8	255-222-69-200
8223	9	255-0-76-255
7036	9	255-0-76-255
6543	9	255-0-76-255
12525	2	255-7-197-226
12321	2	255-7-197-226
12721	2	255-7-197-226
11921	2	255-7-197-226
12526	2	255-7-197-226
12528	2	255-7-197-226
12357	2	255-7-197-226
12527	2	255-7-197-226
11926	2	255-7-197-226
12108	2	255-7-197-226
12740	2	255-7-197-226
12506	2	255-7-197-226
12307	2	255-7-197-226
12324	2	255-7-197-226
12531	2	255-7-197-226
12532	2	255-7-197-226
12508	2	255-7-197-226
12326	9	255-0-76-255
12725	3	255-98-0-122
11686	1	255-147-172-58
12744	1	255-147-172-58
11884	4	255-254-141-100
12329	2	255-7-197-226
12540	5	255-181-131-84
12745	2	255-7-197-226
11912	10	255-114-16-255
12332	10	255-114-16-255
12512	6	255-209-164-255
12334	7	255-98-132-2
12748	7	255-98-132-2
12112	7	255-98-132-2
12707	2	255-7-197-226
12568	2	255-7-197-226
12337	5	255-181-131-84
12116	7	255-98-132-2
12114	10	255-114-16-255
11952	6	255-209-164-255
12753	2	255-7-197-226
11915	2	255-7-197-226
12341	2	255-7-197-226
12730	2	255-7-197-226
12516	2	255-7-197-226
12120	2	255-7-197-226
12367	6	255-209-164-255
12314	2	255-7-197-226
12342	2	255-7-197-226
12973	2	255-7-197-226
12732	2	255-7-197-226
12517	2	255-7-197-226
12758	2	255-7-197-226
12548	5	255-181-131-84
12344	2	255-7-197-226
12349	1	255-147-172-58
12734	5	255-181-131-84
12760	2	255-7-197-226
12550	2	255-7-197-226
12301	9	255-0-76-255
11677	3	255-98-0-122
12957	10	255-114-16-255
12552	9	255-0-76-255
11676	9	255-0-76-255
12316	6	255-209-164-255
12959	5	255-181-131-84
12304	8	255-222-69-200
11539	8	255-222-69-200
12782	7	255-98-132-2
12157	9	255-0-76-255
12580	9	255-0-76-255
12739	2	255-7-197-226
12013	9	255-0-76-255
12190	1	255-147-172-58
8258	9	255-0-76-255
9582	9	255-0-76-255
12358	3	255-98-0-122
12763	1	255-147-172-58
12584	9	255-0-76-255
12768	2	255-7-197-226
12382	10	255-114-16-255
12363	2	255-7-197-226
12769	2	255-7-197-226
12787	2	255-7-197-226
12770	2	255-7-197-226
12364	2	255-7-197-226
12789	2	255-7-197-226
12564	2	255-7-197-226
12567	2	255-7-197-226
12588	10	255-114-16-255
12566	10	255-114-16-255
12384	10	255-114-16-255
12793	2	255-7-197-226
12386	2	255-7-197-226
12167	2	255-7-197-226
12366	6	255-209-164-255
12589	2	255-7-197-226
12388	2	255-7-197-226
12590	1	255-147-172-58
12569	6	255-209-164-255
12169	6	255-209-164-255
12389	1	255-147-172-58
12796	1	255-147-172-58
12570	6	255-209-164-255
11960	5	255-181-131-84
12371	5	255-181-131-84
12593	9	255-0-76-255
12773	5	255-181-131-84
12374	8	255-222-69-200
12174	8	255-222-69-200
12373	5	255-181-131-84
12178	0	255-255-0-73
12177	0	255-255-0-73
13005	9	255-0-76-255
13030	7	255-98-132-2
12415	7	255-98-132-2
12597	4	255-254-141-100
12401	2	255-7-197-226
12806	5	255-181-131-84
12011	7	255-98-132-2
12601	7	255-98-132-2
12400	4	255-254-141-100
12808	7	255-98-132-2
12602	2	255-7-197-226
12611	5	255-181-131-84
12015	9	255-0-76-255
12612	9	255-0-76-255
12403	9	255-0-76-255
12613	9	255-0-76-255
11989	6	255-209-164-255
12820	9	255-0-76-255
12426	9	255-0-76-255
11717	9	255-0-76-255
12407	9	255-0-76-255
11753	9	255-0-76-255
12815	1	255-147-172-58
12604	2	255-7-197-226
12615	9	255-0-76-255
12197	9	255-0-76-255
12616	0	255-255-0-73
11767	9	255-0-76-255
12003	9	255-0-76-255
12430	8	255-222-69-200
12410	2	255-7-197-226
11757	3	255-98-0-122
12574	8	255-222-69-200
12621	5	255-181-131-84
13262	5	255-181-131-84
13264	5	255-181-131-84
12839	8	255-222-69-200
12212	4	255-254-141-100
13267	5	255-181-131-84
13066	5	255-181-131-84
8142	9	255-0-76-255
11811	9	255-0-76-255
13285	9	255-0-76-255
13071	6	255-209-164-255
13070	8	255-222-69-200
12845	7	255-98-132-2
12846	7	255-98-132-2
12211	8	255-222-69-200
12865	7	255-98-132-2
13514	5	255-181-131-84
12867	3	255-98-0-122
13075	8	255-222-69-200
12851	5	255-181-131-84
13517	5	255-181-131-84
13076	5	255-181-131-84
13290	5	255-181-131-84
12850	7	255-98-132-2
12869	5	255-181-131-84
13277	5	255-181-131-84
13078	5	255-181-131-84
12885	5	255-181-131-84
13499	5	255-181-131-84
13077	5	255-181-131-84
12870	1	255-147-172-58
13087	10	255-114-16-255
13280	5	255-181-131-84
13282	5	255-181-131-84
13500	5	255-181-131-84
13079	5	255-181-131-84
13283	5	255-181-131-84
13112	2	255-7-197-226
12632	9	255-0-76-255
12841	5	255-181-131-84
12872	2	255-7-197-226
13296	2	255-7-197-226
12893	2	255-7-197-226
13081	9	255-0-76-255
12874	2	255-7-197-226
13091	2	255-7-197-226
12875	2	255-7-197-226
12655	2	255-7-197-226
13093	2	255-7-197-226
12860	2	255-7-197-226
12635	9	255-0-76-255
13509	2	255-7-197-226
13523	2	255-7-197-226
13510	2	255-7-197-226
12032	9	255-0-76-255
12253	9	255-0-76-255
11865	9	255-0-76-255
12862	2	255-7-197-226
12636	8	255-222-69-200
13512	9	255-0-76-255
12880	8	255-222-69-200
13101	8	255-222-69-200
12904	5	255-181-131-84
13313	5	255-181-131-84
13533	5	255-181-131-84
13314	7	255-98-132-2
13103	5	255-181-131-84
12905	2	255-7-197-226
13554	5	255-181-131-84
13315	2	255-7-197-226
13104	5	255-181-131-84
13555	5	255-181-131-84
13534	10	255-114-16-255
13556	2	255-7-197-226
13106	5	255-181-131-84
13316	5	255-181-131-84
13107	5	255-181-131-84
13535	2	255-7-197-226
13133	2	255-7-197-226
12906	2	255-7-197-226
12947	2	255-7-197-226
12907	2	255-7-197-226
12948	2	255-7-197-226
13320	5	255-181-131-84
13114	2	255-7-197-226
13113	2	255-7-197-226
13115	2	255-7-197-226
12873	2	255-7-197-226
12914	9	255-0-76-255
13140	3	255-98-0-122
13116	2	255-7-197-226
12894	2	255-7-197-226
13321	2	255-7-197-226
13092	2	255-7-197-226
13322	2	255-7-197-226
13352	2	255-7-197-226
12920	2	255-7-197-226
12706	2	255-7-197-226
13146	2	255-7-197-226
13149	2	255-7-197-226
13120	9	255-0-76-255
12925	10	255-114-16-255
13378	1	255-147-172-58
12927	9	255-0-76-255
13150	9	255-0-76-255
12902	9	255-0-76-255
12961	7	255-98-132-2
13177	5	255-181-131-84
8222	9	255-0-76-255
13584	2	255-7-197-226
13131	2	255-7-197-226
12285	9	255-0-76-255
13385	2	255-7-197-226
13614	2	255-7-197-226
12944	2	255-7-197-226
13161	2	255-7-197-226
11055	2	255-7-197-226
12964	2	255-7-197-226
12945	2	255-7-197-226
13389	2	255-7-197-226
13181	2	255-7-197-226
12946	2	255-7-197-226
13390	2	255-7-197-226
13391	2	255-7-197-226
13164	2	255-7-197-226
13616	2	255-7-197-226
12766	3	255-98-0-122
13599	9	255-0-76-255
13412	2	255-7-197-226
12728	10	255-114-16-255
12327	5	255-181-131-84
12989	2	255-7-197-226
13622	2	255-7-197-226
12336	10	255-114-16-255
12514	6	255-209-164-255
12917	5	255-181-131-84
12921	2	255-7-197-226
12339	10	255-114-16-255
13186	2	255-7-197-226
12754	2	255-7-197-226
13398	6	255-209-164-255
13170	1	255-147-172-58
12955	2	255-7-197-226
12757	2	255-7-197-226
13171	1	255-147-172-58
13172	2	255-7-197-226
13627	5	255-181-131-84
12125	4	255-254-141-100
13377	1	255-147-172-58
12976	10	255-114-16-255
13188	1	255-147-172-58
13379	1	255-147-172-58
12519	9	255-0-76-255
12101	9	255-0-76-255
12132	8	255-222-69-200
12303	4	255-254-141-100
12555	8	255-222-69-200
13403	8	255-222-69-200
12396	9	255-0-76-255
12785	3	255-98-0-122
13010	9	255-0-76-255
12786	6	255-209-164-255
12981	9	255-0-76-255
13388	2	255-7-197-226
12381	9	255-0-76-255
12425	9	255-0-76-255
12970	9	255-0-76-255
13014	9	255-0-76-255
12986	2	255-7-197-226
13194	2	255-7-197-226
13213	2	255-7-197-226
13437	2	255-7-197-226
12987	2	255-7-197-226
12788	10	255-114-16-255
12988	10	255-114-16-255
13413	1	255-147-172-58
12790	2	255-7-197-226
13214	10	255-114-16-255
13416	2	255-7-197-226
13015	10	255-114-16-255
13216	5	255-181-131-84
12992	10	255-114-16-255
13217	2	255-7-197-226
13017	2	255-7-197-226
12994	2	255-7-197-226
13669	1	255-147-172-58
13418	1	255-147-172-58
12794	2	255-7-197-226
12816	2	255-7-197-226
13241	2	255-7-197-226
12995	2	255-7-197-226
12998	1	255-147-172-58
13196	6	255-209-164-255
13197	1	255-147-172-58
12795	4	255-254-141-100
13045	1	255-147-172-58
13198	6	255-209-164-255
13222	2	255-7-197-226
13202	10	255-114-16-255
12605	6	255-209-164-255
13220	2	255-7-197-226
12800	6	255-209-164-255
12595	8	255-222-69-200
13019	8	255-222-69-200
13021	5	255-181-131-84
13003	5	255-181-131-84
13023	8	255-222-69-200
13440	7	255-98-132-2
12351	0	255-255-0-73
12395	8	255-222-69-200
13033	5	255-181-131-84
13255	8	255-222-69-200
13663	9	255-0-76-255
12832	8	255-222-69-200
13237	9	255-0-76-255
13448	9	255-0-76-255
13038	9	255-0-76-255
13436	9	255-0-76-255
13056	5	255-181-131-84
13043	10	255-114-16-255
13238	1	255-147-172-58
13452	3	255-98-0-122
13064	0	255-255-0-73
12196	9	255-0-76-255
12008	3	255-98-0-122
12833	8	255-222-69-200
13278	8	255-222-69-200
13902	8	255-222-69-200
13893	7	255-98-132-2
13892	10	255-114-16-255
14115	5	255-181-131-84
14117	5	255-181-131-84
13895	5	255-181-131-84
13896	5	255-181-131-84
13720	5	255-181-131-84
6928	9	255-0-76-255
14119	5	255-181-131-84
13488	8	255-222-69-200
13897	5	255-181-131-84
13292	9	255-0-76-255
13513	8	255-222-69-200
13919	4	255-254-141-100
13736	6	255-209-164-255
13735	5	255-181-131-84
13737	5	255-181-131-84
13515	5	255-181-131-84
13903	5	255-181-131-84
13516	2	255-7-197-226
14137	5	255-181-131-84
13738	5	255-181-131-84
14124	5	255-181-131-84
13904	2	255-7-197-226
13739	5	255-181-131-84
13740	10	255-114-16-255
14127	2	255-7-197-226
13922	10	255-114-16-255
13726	5	255-181-131-84
13086	10	255-114-16-255
13905	10	255-114-16-255
13291	10	255-114-16-255
13727	5	255-181-131-84
13907	10	255-114-16-255
13742	2	255-7-197-226
13728	2	255-7-197-226
13518	2	255-7-197-226
13925	2	255-7-197-226
13297	2	255-7-197-226
9889	9	255-0-76-255
13743	2	255-7-197-226
13926	2	255-7-197-226
12650	2	255-7-197-226
13744	2	255-7-197-226
13928	2	255-7-197-226
13763	2	255-7-197-226
14146	2	255-7-197-226
13930	2	255-7-197-226
13506	2	255-7-197-226
13929	10	255-114-16-255
13932	3	255-98-0-122
13272	9	255-0-76-255
13917	8	255-222-69-200
13289	8	255-222-69-200
13335	8	255-222-69-200
13944	5	255-181-131-84
13965	5	255-181-131-84
13557	5	255-181-131-84
13755	10	255-114-16-255
14151	5	255-181-131-84
13777	2	255-7-197-226
14152	10	255-114-16-255
14172	2	255-7-197-226
13756	7	255-98-132-2
13945	5	255-181-131-84
13559	2	255-7-197-226
13162	2	255-7-197-226
13163	2	255-7-197-226
11857	9	255-0-76-255
13589	2	255-7-197-226
12261	9	255-0-76-255
13947	2	255-7-197-226
13539	2	255-7-197-226
13948	2	255-7-197-226
13573	3	255-98-0-122
13949	2	255-7-197-226
13520	2	255-7-197-226
13970	9	255-0-76-255
